1.51, 20.15, -29.00
2.17, 16.45, -32.84
2.92, 13.17, -35.41
3.45, 9.80, -37.53
3.72, 5.37, -39.79
4.51, 1.24, -40.79
4.53, -1.73, -41.49
3.27, -5.41, -42.67
3.99, -13.23, -41.99
4.40, -23.61, -38.16
4.69, -28.09, -35.03
4.17, -31.64, -32.40
3.11, -35.95, -28.37
2.11, -39.52, -23.67
1.21, -42.13, -18.85
1.04, -44.64, -10.13
1.31, -45.12, -6.01
1.12, -45.37, -3.31
0.91, -45.43, 1.87
0.63, -44.99, 6.69
1.09, -44.20, 9.61
0.99, -43.19, 13.89
0.53, -41.93, 17.69
-0.24, -39.49, 22.99
-0.99, -37.27, 26.80
-1.88, -33.64, 31.47
-2.35, -28.35, 36.01
-2.23, -26.01, 37.48
-2.60, -22.52, 39.48
-3.24, -19.45, 40.97
-3.95, -17.05, 41.85
-3.75, -13.80, 42.52
-3.49, -12.24, 42.67
-3.28, -11.00, 42.79
-2.93, -7.28, 42.85
-2.91, -1.77, 42.35
-2.83, 0.72, 41.91
-2.07, 4.12, 40.72
-2.31, 7.19, 39.49
-1.95, 10.21, 37.83
-1.53, 14.97, 34.43
-0.95, 17.57, 31.81
0.69, 20.36, 27.91
1.91, 23.15, 23.19
2.68, 25.53, 17.83
3.01, 27.67, 11.45
3.67, 28.71, 4.37
2.48, 29.43, -2.40
2.80, 28.40, -9.75
3.29, 26.57, -15.72
4.23, 23.68, -21.40
1.76, 21.17, -27.77
1.15, 20.57, -28.73
1.24, 17.05, -32.84
3.03, 11.92, -36.27
2.67, 8.20, -38.95
2.32, 5.32, -40.55
1.64, 2.97, -41.79
1.24, 0.28, -42.92
0.77, -3.19, -43.92
1.08, -5.69, -43.92
1.21, -7.89, -44.00
1.19, -11.43, -43.84
1.51, -12.80, -43.59
1.19, -15.16, -43.27
1.23, -16.48, -42.91
0.67, -18.99, -42.45
0.12, -21.89, -41.57
0.48, -26.73, -38.77
0.52, -30.15, -36.23
0.29, -33.07, -33.65
0.03, -36.39, -29.97
-0.49, -40.81, -23.45
0.19, -43.03, -17.69
0.19, -44.07, -14.32
0.25, -45.03, -9.52
0.65, -45.41, -3.13
1.79, -44.64, 3.81
2.99, -43.48, 8.61
0.81, -42.35, 15.49
-0.03, -41.51, 18.31
-1.21, -39.95, 21.92
-2.25, -38.36, 25.27
-3.39, -36.19, 28.49
-3.59, -34.16, 30.79
-4.69, -32.41, 32.92
-4.09, -29.96, 34.81
-5.13, -26.52, 37.47
-5.28, -24.56, 38.60
-6.01, -23.77, 39.21
-7.75, -23.75, 39.55
-8.11, -22.48, 40.24
-7.41, -22.32, 40.08
-7.40, -23.97, 39.24
-8.51, -25.37, 38.69
-9.75, -25.88, 38.52
-12.51, -27.39, 37.92
-13.37, -28.91, 36.83
-15.03, -33.71, 32.93
-16.15, -43.44, 19.32
-17.56, -48.13, 3.56
-19.64, -48.21, -9.33
-18.60, -42.07, -28.33
-19.00, -19.89, -46.43
-19.67, 1.83, -46.36
-20.69, 7.93, -43.89
-21.20, 20.69, -33.44
-20.03, 29.61, -18.00
-18.91, 32.25, -5.05
-17.11, 31.80, 6.71
-14.81, 30.35, 13.76
-13.53, 28.11, 19.44
-10.40, 26.91, 21.85
-6.59, 25.96, 22.92
-4.07, 23.89, 25.68
-5.16, 18.12, 32.43
-2.83, 15.23, 34.27
-2.47, 12.37, 36.63
-5.23, 8.27, 39.40
-4.40, 3.37, 41.15
-3.51, -0.64, 41.88
-2.12, -1.81, 41.79
-2.45, -0.01, 41.45
-1.16, -1.52, 41.20
0.12, -2.53, 40.93
-1.56, -5.13, 41.65
-1.93, -6.63, 41.75
-1.21, -9.69, 41.47
-1.55, -13.60, 41.21
-2.16, -12.39, 41.60
-1.12, -16.51, 40.37
-0.33, -20.33, 38.68
-0.99, -28.05, 34.59
-1.21, -35.03, 28.37
-1.76, -38.43, 23.97
-0.69, -40.81, 19.08
0.11, -42.76, 13.68
0.08, -44.31, 8.13
-1.00, -45.21, 5.84
-2.13, -46.08, 1.85
-2.64, -46.36, -4.05
-4.47, -46.76, -7.20
-3.87, -45.20, -15.41
-4.21, -42.60, -22.91
-4.77, -38.60, -30.20
-5.25, -35.04, -34.61
-5.79, -31.77, -37.95
-6.81, -26.40, -41.96
-6.59, -19.29, -45.04
-7.69, -10.60, -46.85
-8.15, -4.47, -46.68
-6.68, 3.39, -44.44
-7.13, 8.08, -42.51
-6.39, 12.33, -39.85
-5.77, 16.87, -36.15
-5.15, 21.68, -30.81
-4.83, 25.07, -25.57
-4.12, 27.15, -21.13
-4.36, 29.12, -16.27
-4.55, 30.04, -13.32
-5.59, 31.43, -7.67
-6.44, 31.69, -6.57
-6.07, 31.92, -2.95
-6.29, 31.92, 0.17
-5.47, 31.37, 5.48
-5.99, 29.83, 13.16
-4.31, 27.39, 19.12
-2.56, 23.77, 24.77
-1.32, 22.32, 26.25
-3.12, 13.92, 35.57
-5.53, 12.96, 36.81
-7.15, 10.80, 38.44
-7.49, 7.59, 40.20
-7.87, 3.48, 41.96
-7.64, 0.51, 42.76
-7.01, -7.17, 43.68
-6.84, -7.35, 43.53
-5.40, -10.44, 43.09
-4.33, -13.80, 42.40
-2.96, -23.71, 38.52
-2.07, -29.28, 34.71
-0.52, -35.28, 28.29
0.00, -38.81, 23.00
0.19, -42.17, 16.45
1.07, -44.15, 9.27
2.79, -44.63, -0.21
4.33, -41.24, -17.64
5.00, -36.45, -25.97
5.45, -34.23, -28.52
5.12, -30.64, -32.52
4.03, -27.28, -36.32
3.97, -24.28, -38.11
3.40, -21.49, -39.89
2.87, -17.61, -41.52
3.87, -11.65, -42.21
3.99, -2.12, -41.77
3.69, 8.84, -38.01
3.61, 16.05, -32.39
3.73, 22.92, -23.57
2.53, 26.60, -17.12
1.87, 28.88, -10.44
1.75, 29.96, -0.47
1.95, 29.59, 4.64
1.36, 28.89, 10.07
1.96, 27.81, 13.16
3.31, 25.79, 17.23
3.83, 22.21, 23.47
4.04, 20.68, 25.56
4.55, 17.97, 28.55
4.37, 13.76, 32.65
4.59, 12.79, 33.17
4.55, 11.08, 34.35
3.92, 8.20, 36.41
3.73, 5.80, 37.60
2.29, 3.25, 39.32
2.12, 2.55, 39.61
2.75, -3.47, 40.71
1.40, -8.39, 41.71
-0.08, -8.65, 42.04
-1.85, -8.17, 42.61
-2.39, -7.07, 42.87
-3.59, -7.00, 43.15
-4.41, -6.19, 43.33
-6.43, -3.31, 43.48
-8.56, -7.80, 44.09
-14.15, -7.75, 44.29
-18.84, -7.15, 43.92
-25.24, -7.20, 42.43
-32.23, -9.04, 39.64
-42.73, -8.04, 32.41
-50.40, -9.47, 23.60
-53.97, -10.93, 17.35
-56.51, -12.85, 10.77
-57.99, -14.80, 3.59
-58.80, -14.03, -5.24
-58.55, -12.44, -11.01
-57.79, -12.75, -15.24
-56.19, -12.40, -20.97
-53.73, -13.01, -26.39
-50.03, -16.96, -31.13
-47.36, -16.80, -34.33
-44.60, -16.19, -37.20
-40.61, -14.36, -40.75
-34.72, -11.04, -44.48
-26.92, -10.04, -46.87
-22.95, -7.29, -47.35
-19.95, -6.31, -47.71
-16.17, -5.55, -47.57
-14.35, -3.72, -47.33
-13.49, -2.03, -47.77
-12.87, -2.63, -47.76
-9.03, -2.59, -46.88
0.44, -7.97, -43.56
6.04, -8.25, -39.83
9.45, -8.51, -36.99
11.28, -11.71, -34.35
12.33, -12.16, -32.84
14.15, -13.85, -29.96
17.17, -20.09, -23.19
21.36, -18.29, -15.96
23.80, -17.01, -10.11
25.27, -15.75, -3.51
26.09, -13.00, 3.08
25.27, -11.49, 11.95
21.24, -10.00, 22.69
19.43, -9.04, 25.60
15.60, -10.57, 30.36
14.05, -9.52, 32.09
11.04, -9.92, 34.76
9.59, -9.73, 35.89
5.72, -9.87, 38.52
2.73, -10.09, 40.08
0.67, -9.17, 40.88
-0.12, -9.97, 41.15
-11.77, -10.01, 43.57
-25.63, -5.16, 41.59
-32.80, -7.43, 38.84
-40.49, -10.19, 33.73
-45.89, -12.12, 28.43
-51.11, -12.25, 21.65
-54.44, -12.19, 14.59
-57.63, -9.89, 5.45
-58.71, -6.85, -5.15
-57.77, -8.15, -15.15
-54.73, -10.80, -26.80
-51.15, -7.00, -31.76
-48.27, -5.59, -35.35
-46.39, -7.39, -37.45
-43.13, -6.81, -40.69
-38.48, -6.84, -44.24
-34.40, -7.29, -46.28
-32.43, -7.49, -46.75
-30.64, -5.91, -46.88
-28.84, -6.15, -47.07
-26.37, -6.17, -47.85
-22.45, -7.77, -47.43
-11.92, -6.96, -47.09
-5.09, -5.64, -45.56
2.71, -4.03, -42.08
6.12, -5.53, -39.91
11.13, -5.59, -36.00
18.63, -3.37, -27.36
22.12, -1.45, -21.44
23.77, -0.45, -17.15
25.80, 1.08, -9.43
27.41, -0.89, 1.00
26.51, -2.63, 11.00
25.20, -3.52, 16.07
24.12, -5.17, 19.27
22.53, -5.49, 22.69
21.15, -5.85, 25.04
19.40, -5.88, 27.59
17.76, -6.31, 29.64
15.80, -7.23, 31.79
12.72, -6.93, 34.81
10.57, -7.92, 36.43
4.76, -9.44, 39.81
-1.65, -10.49, 42.25
-8.43, -6.96, 43.76
-14.87, -4.85, 43.85
-22.43, -3.60, 42.55
-34.09, -2.59, 37.63
-45.24, -1.91, 28.41
-49.77, -2.99, 23.21
-54.75, -3.69, 13.93
-58.28, -5.83, 1.49
-58.76, -8.44, -4.19
-58.15, -10.57, -12.36
-55.51, -9.81, -22.12
-49.45, -6.64, -32.31
-46.07, -6.07, -36.12
-41.91, -8.40, -39.96
-33.60, -9.65, -46.47
-25.88, -9.11, -49.16
-22.85, -5.52, -49.61
-19.53, -3.93, -49.80
-14.19, -1.99, -49.57
-8.41, -3.16, -48.97
-4.88, -2.49, -47.89
-3.24, 0.01, -46.81
-1.48, 0.04, -46.19
0.21, -1.56, -44.60
1.87, -0.89, -42.72
4.33, 1.53, -40.24
7.31, 1.72, -37.72
9.11, 1.53, -36.08
9.73, -1.93, -35.11
13.56, -5.04, -30.84
17.79, -8.35, -24.09
21.63, -10.71, -16.37
23.01, -13.19, -11.93
23.60, -13.23, -9.69
24.35, -12.81, -6.61
24.96, -12.39, -3.13
24.95, -10.09, 2.61
24.71, -7.03, 6.65
24.71, -6.91, 6.32
24.84, -7.24, 4.93
24.75, -7.44, 5.51
24.83, -7.47, 3.81
24.88, -7.40, 2.99
24.97, -7.92, 1.29
25.43, -8.25, 1.15
25.96, -8.75, 3.48
26.27, -8.13, 6.44
25.33, -6.31, 11.95
24.56, -6.00, 15.24
23.67, -5.12, 18.24
20.91, -7.96, 24.35
16.40, -8.89, 30.52
11.72, -6.93, 35.16
8.28, -8.21, 37.76
4.67, -6.33, 39.77
3.04, -7.16, 40.63
2.05, -6.83, 41.03
0.12, -4.95, 41.67
-1.24, -3.63, 41.97
-2.72, -3.36, 42.32
-2.32, -5.33, 42.32
-2.93, -14.97, 41.65
-3.45, -20.92, 39.93
-3.75, -18.13, 41.00
-3.91, -17.76, 41.23
-4.53, -17.57, 41.47
-4.81, -15.25, 42.07
-4.72, -14.40, 42.25
-5.15, -12.23, 42.71
-5.57, -11.72, 42.85
-5.91, -8.65, 43.11
-6.24, -9.03, 43.17
-5.87, -8.93, 43.09
-7.88, -3.96, 43.35
-8.97, -3.25, 43.37
-8.25, -1.91, 43.15
-8.83, -1.24, 43.07
-9.53, 1.12, 42.63
-10.23, 2.07, 42.49
-10.93, 2.19, 42.51
-11.65, 2.52, 42.45
-12.36, 2.97, 42.28
-13.40, 3.17, 42.29
-14.13, 3.33, 42.21
-14.87, 3.47, 42.05
-15.60, 3.32, 42.07
-16.07, 3.09, 42.11
-16.76, 2.95, 42.05
-16.84, 2.53, 42.17
-17.49, 1.31, 42.47
-18.15, 2.00, 42.21
-18.65, 2.49, 42.09
-18.92, 2.17, 42.17
-19.83, 2.05, 42.13
-21.99, 1.44, 41.95
-24.00, 2.05, 41.25
-25.24, 2.19, 40.88
-24.95, 1.69, 41.12
-24.45, 1.73, 41.21
-24.47, 1.93, 41.12
-24.73, 1.36, 41.21
-24.52, 0.69, 41.41
-24.97, 1.07, 41.21
-25.83, 1.12, 40.88
-26.00, 0.84, 40.92
-26.31, 0.92, 40.73
-27.47, -0.44, 40.64
-30.07, 2.08, 38.91
-29.39, -0.43, 39.81
-29.03, -0.72, 39.93
-30.05, -3.03, 39.91
-31.17, -3.73, 39.43
-30.85, -4.88, 39.60
-30.45, -5.81, 39.81
-30.96, -7.73, 39.56
-30.81, -7.97, 39.55
-30.13, -5.09, 39.87
-29.72, -5.97, 39.97
-30.29, -5.23, 39.53
-31.21, -4.68, 39.03
-30.91, -6.92, 39.19
-31.12, -8.96, 38.97
-31.37, -8.68, 38.84
-31.37, -9.57, 38.99
-30.52, -11.21, 39.11
-30.36, -12.12, 39.05
-29.93, -13.64, 39.09
-29.61, -13.12, 39.33
-29.07, -12.67, 39.68
-27.09, -17.05, 39.36
-26.95, -16.53, 39.63
-26.92, -17.72, 39.28
-27.47, -18.69, 38.89
-28.15, -19.08, 38.56
-28.83, -18.77, 38.44
-28.25, -18.59, 38.69
-27.89, -17.92, 38.97
-27.19, -17.76, 39.29
-26.61, -18.20, 39.35
-26.33, -18.25, 39.47
-26.31, -18.44, 39.37
-26.04, -19.11, 39.27
-25.96, -19.44, 39.19
-25.77, -19.36, 39.16
-25.67, -19.31, 39.17
-25.80, -19.45, 39.03
-25.68, -20.68, 38.57
-25.19, -21.36, 38.43
-24.81, -21.59, 38.40
-24.87, -21.57, 38.33
-24.85, -21.85, 38.24
-25.00, -21.83, 38.19
-25.05, -22.09, 38.03
-25.00, -22.05, 38.07
-24.95, -21.79, 38.17
-24.79, -21.61, 38.31
-24.73, -21.77, 38.24
-25.00, -21.45, 38.33
-24.69, -21.40, 38.51
-23.75, -22.32, 38.45
-23.25, -22.00, 38.84
-22.08, -22.85, 38.79
-21.08, -23.13, 38.95
-19.67, -23.21, 39.21
-17.61, -24.68, 38.72
-17.19, -24.04, 39.19
-15.97, -23.91, 39.37
-16.05, -22.99, 39.88
-14.69, -23.88, 39.63
-15.08, -22.07, 40.52
-14.69, -22.33, 40.47
-15.16, -22.49, 40.43
-15.72, -21.64, 40.87
-14.49, -21.21, 41.09
-13.29, -21.19, 41.03
-12.85, -21.83, 40.80
-8.41, -23.11, 39.72
-5.21, -25.17, 38.20
-5.23, -23.35, 39.19
-4.17, -23.24, 39.04
-2.99, -22.64, 39.03
-1.89, -21.24, 39.53
-1.19, -21.36, 39.39
-0.87, -21.24, 39.36
-1.99, -20.48, 40.15
-1.13, -19.28, 40.39
0.07, -15.81, 40.93
-0.49, -13.75, 41.57
-0.67, -14.95, 41.39
0.37, -14.19, 41.17
1.20, -12.44, 41.07
1.37, -9.55, 41.27
1.24, -7.44, 41.37
0.68, -6.80, 41.55
-0.17, -5.87, 41.83
-0.96, -4.09, 41.93
-1.81, -3.01, 42.12
-2.44, -1.81, 42.12
-2.17, -1.53, 41.93
-1.15, -2.33, 41.57
-1.21, -2.88, 41.68
-2.27, -2.57, 41.80
-3.63, -1.35, 41.99
-4.68, -0.44, 42.15
-4.68, 0.57, 41.92
-5.55, 2.13, 41.67
-6.73, 2.09, 41.87
-7.17, 2.92, 41.63
-6.97, 3.77, 41.44
-9.61, 7.08, 40.48
-10.89, 8.37, 39.97
-11.56, 5.75, 41.19
-12.55, 3.89, 41.84
-14.45, 4.23, 41.75
-16.16, 4.45, 41.52
-17.81, 5.93, 40.73
-17.89, 9.47, 39.11
-17.64, 7.83, 39.93
-19.52, 6.19, 40.28
-20.24, 6.35, 40.04
-21.91, 6.16, 39.73
-22.45, 6.73, 39.44
-24.20, 6.47, 39.08
-26.37, 6.01, 38.59
-27.27, 5.96, 38.21
-26.13, 7.03, 38.17
-26.57, 5.28, 38.77
-27.75, 3.23, 39.16
-28.73, 2.72, 38.76
-29.48, 1.92, 38.67
-30.32, 1.89, 38.40
-31.39, 1.44, 37.84
-34.29, 0.68, 36.48
-34.47, -0.25, 36.67
-34.43, -3.12, 37.27
-33.88, -4.87, 37.72
-33.92, -6.20, 37.73
-33.20, -6.40, 38.09
-33.67, -6.85, 37.77
-33.85, -9.12, 37.67
-33.28, -10.07, 37.97
-31.96, -9.27, 38.69
-31.72, -8.19, 38.87
-31.23, -8.65, 39.16
-29.63, -8.07, 40.05
-28.16, -10.69, 40.57
-26.67, -13.95, 40.67
-26.20, -15.31, 40.64
-25.76, -15.87, 40.69
-24.97, -17.73, 40.60
-23.21, -18.49, 40.88
-21.81, -15.53, 42.19
-20.04, -16.71, 42.31
-17.11, -17.59, 42.55
-16.31, -17.72, 42.64
-15.25, -17.84, 42.89
-13.81, -19.03, 42.49
-11.63, -18.71, 42.57
-10.99, -17.52, 42.89
-10.91, -17.57, 42.64
-9.39, -17.29, 42.28
-9.60, -15.08, 42.91
-9.96, -11.57, 43.59
-9.80, -11.71, 43.88
-9.37, -13.91, 43.47
-8.93, -15.77, 42.91
-7.79, -15.09, 42.63
-6.71, -13.11, 42.68
-6.48, -10.81, 42.96
-4.32, -9.05, 42.69
-1.88, -7.19, 42.09
-0.32, -5.88, 41.45
-0.12, -8.00, 41.36
0.91, -11.23, 40.64
2.08, -12.75, 40.01
2.71, -12.11, 39.81
5.49, -9.93, 38.83
6.91, -6.31, 38.20
10.91, -7.13, 35.32
14.05, -11.08, 32.47
15.88, -15.69, 29.39
16.99, -17.45, 27.36
17.43, -18.44, 26.48
20.08, -17.13, 23.23
21.56, -16.96, 20.72
22.73, -18.48, 17.08
24.48, -18.44, 11.81
25.45, -18.85, 6.56
25.51, -19.64, 4.00
25.60, -19.76, -0.27
25.55, -19.61, -3.23
24.84, -19.77, -8.19
24.13, -18.61, -12.63
22.09, -17.63, -18.67
20.59, -16.36, -22.59
19.15, -16.13, -25.08
18.40, -16.13, -26.24
14.89, -15.33, -31.29
12.85, -15.31, -33.49
11.36, -15.21, -35.12
9.64, -10.55, -37.45
7.09, -3.72, -39.20
2.93, 2.95, -40.25
-0.51, 6.53, -40.60
-3.47, 9.53, -40.31
-5.60, 8.52, -41.68
-9.69, 7.37, -43.41
-15.29, 2.69, -46.03
-23.91, 3.59, -45.16
-29.35, 7.28, -42.15
-35.00, 10.95, -37.24
-37.49, 13.43, -33.59
-39.63, 14.79, -30.29
-42.55, 8.65, -33.19
-45.53, -4.96, -36.28
-50.21, -9.64, -32.03
-49.88, -7.72, -31.60
-50.12, -11.00, -31.39
-50.65, -13.99, -30.19
-49.75, -14.87, -31.12
-49.85, -11.87, -31.68
-49.31, -9.79, -32.51
-49.40, -7.36, -32.19
-49.29, -4.73, -31.97
-50.51, -2.15, -29.33
-51.87, 0.93, -25.60
-52.59, 3.13, -22.65
-52.35, 5.60, -20.92
-52.92, 6.61, -18.03
-53.67, 7.83, -13.61
-53.93, 7.97, -12.07
-54.49, 7.60, -9.29
-54.36, 7.92, -8.96
-54.85, 7.61, -5.95
-54.35, 8.68, -5.12
-53.92, 9.73, -3.71
-53.41, 10.64, -3.00
-52.88, 11.27, -1.84
-52.31, 12.23, -2.60
-51.71, 12.95, -2.47
-51.32, 13.45, -0.67
-50.87, 13.41, 2.91
-49.61, 12.92, 9.41
-47.91, 11.76, 15.43
-46.25, 10.19, 20.08
-44.63, 9.05, 23.37
-42.68, 8.80, 25.85
-39.43, 7.69, 29.91
-34.55, 6.73, 33.93
-29.68, 6.16, 36.76
-26.41, 4.49, 38.80
-21.41, 2.85, 40.64
-18.85, 1.80, 41.32
-17.13, 0.77, 41.77
-13.57, -1.04, 42.35
-12.49, -1.49, 42.41
-11.37, -2.07, 42.47
-9.85, -3.11, 42.64
-10.15, -3.36, 42.61
-8.56, -3.25, 42.44
-5.15, -4.03, 41.92
-2.39, -5.89, 41.36
0.65, -5.20, 40.35
10.76, -7.35, 34.95
12.08, -7.11, 33.85
14.45, -7.79, 31.79
18.77, -9.21, 26.65
20.95, -9.53, 23.52
21.40, -9.19, 22.92
22.24, -8.83, 21.31
23.24, -8.03, 19.16
24.27, -7.19, 16.63
24.97, -6.21, 14.48
26.20, -6.41, 9.83
26.85, -6.68, 6.63
27.28, -6.68, 2.03
27.36, -6.29, 0.52
27.40, -6.77, -0.91
27.37, -6.76, -2.67
27.04, -5.25, -7.17
26.31, -5.25, -11.17
24.99, -4.65, -16.31
22.79, -3.39, -21.20
21.09, -2.84, -24.43
19.48, -1.00, -26.61
17.59, 0.73, -28.76
15.12, 2.32, -31.27
12.35, 3.31, -33.85
8.21, 4.19, -37.05
4.41, 4.48, -39.57
0.32, 4.64, -41.73
-2.53, 3.28, -43.37
-4.43, 2.00, -44.45
-7.47, -1.57, -46.13
-8.73, -6.43, -47.01
-9.47, -9.67, -47.16
-8.99, -14.41, -46.48
-9.92, -19.83, -45.33
-11.12, -23.36, -44.13
-12.48, -27.13, -42.29
-12.11, -30.41, -40.05
-11.28, -32.08, -38.73
-10.93, -33.76, -37.16
-11.32, -37.17, -33.71
-10.89, -40.92, -28.24
-10.69, -43.72, -22.80
-11.11, -46.04, -16.55
-9.55, -47.15, -10.33
-8.00, -47.61, -4.96
-10.35, -48.09, 0.57
-10.73, -47.60, 5.96
-12.24, -46.41, 12.12
-13.13, -44.59, 17.48
-15.25, -42.57, 21.83
-14.33, -39.57, 26.75
-13.11, -36.53, 30.47
-14.87, -33.59, 33.53
-14.91, -30.72, 35.95
-15.40, -27.49, 38.15
-15.20, -24.59, 39.69
-14.64, -24.00, 39.97
-14.84, -23.23, 40.40
-15.03, -22.43, 40.77
-14.83, -21.29, 41.17
-14.13, -21.00, 41.28
-14.11, -21.32, 41.19
-14.23, -17.49, 42.55
-14.84, -8.15, 43.73
-12.41, -0.59, 43.08
-10.04, 5.28, 41.23
-10.35, 9.81, 39.19
-9.47, 16.95, 34.00
-9.05, 19.40, 31.56
-8.64, 22.11, 28.31
-8.25, 25.69, 22.83
-7.76, 29.67, 13.43
-8.36, 31.97, 1.95
-6.40, 31.37, -8.29
-4.60, 29.63, -15.25
-3.56, 26.99, -21.84
-4.11, 24.16, -27.44
-5.61, 21.37, -32.19
-7.47, 16.75, -37.61
-7.28, 10.20, -42.28
-7.09, 1.99, -45.92
-8.00, -0.03, -46.60
-9.23, -5.07, -47.60
-9.04, -9.16, -47.71
-8.57, -13.01, -47.29
-6.20, -17.81, -45.69
-4.63, -21.73, -43.65
